Date,Open,High,Low,Close,Adj Close,Volume
2000-12-14,7.158487,7.346573,7.130415,7.155680,1.710519,45367028
2000-12-15,7.105150,7.180945,6.880570,6.914257,1.652808,43262460
2000-12-18,6.597037,7.012510,6.597037,6.959173,1.663545,27633286
2000-12-19,7.001281,7.253934,7.001281,7.116379,1.701124,64747274
2000-12-20,7.077077,7.147258,6.970402,7.051812,1.685690,20058953
2000-12-21,6.990052,7.116379,6.880570,7.020932,1.678308,20787049
2000-12-22,7.068655,7.186560,6.807581,6.849690,1.637374,31475890
2000-12-25,6.849690,6.849690,6.849690,6.849690,1.637374,0
2000-12-26,6.877762,6.995667,6.740207,6.768280,1.617913,24120347
2000-12-27,6.793545,6.956365,6.681255,6.849690,1.637374,20257225
2000-12-28,6.874955,7.012510,6.874955,6.945136,1.660190,16323571
2000-12-29,6.984438,7.338151,6.978823,7.304464,1.746084,69317049
2001-01-01,7.338151,7.573961,7.298850,7.419562,1.773598,51890601
2001-01-02,7.439213,7.590804,7.416755,7.557117,1.806480,43690227
2001-01-03,7.607648,7.759239,7.500972,7.638527,1.825940,71681783
2001-01-04,7.742396,7.798541,7.461671,7.551503,1.805138,72563820
2001-01-05,7.604840,7.658178,7.427984,7.470092,1.785677,43043313
2001-01-08,7.416755,7.509394,7.197789,7.242705,1.731321,42258969
2001-01-09,7.206211,7.312886,7.105150,7.130415,1.704480,38595811
2001-01-10,7.180945,7.349380,7.079884,7.130415,1.704480,45969931
2001-01-11,7.186560,7.200596,7.074270,7.119186,1.701795,22998431
2001-01-12,7.158487,7.307272,7.020932,7.183753,1.717229,45433321
2001-01-15,7.231476,7.489743,7.206211,7.442020,1.778966,65604181
2001-01-16,7.492550,7.517816,7.343766,7.383068,1.764875,42945067
2001-01-17,7.298850,7.369031,6.947944,6.998474,1.672940,70627548
2001-01-18,7.065848,7.214632,6.928293,7.169716,1.713874,59448566
2001-01-19,7.192174,7.282006,7.107957,7.147258,1.708506,45258595
2001-01-22,7.186560,7.321308,7.147258,7.270777,1.738032,41636082
2001-01-23,7.343766,7.464478,7.315693,7.340959,1.754809,49045450
2001-01-24,7.439213,7.478514,7.304464,7.419562,1.773598,55701679
2001-01-25,7.357802,7.456056,7.262356,7.326922,1.751453,34720720
2001-01-26,7.326922,7.326922,7.326922,7.326922,1.751453,0
2001-01-29,7.301657,7.343766,6.967594,7.200596,1.721256,28038167
2001-01-30,7.186560,7.630106,7.186560,7.596419,1.815875,66914235
2001-01-31,7.635720,7.893987,7.585190,7.711516,1.843387,118599154
2001-02-01,7.641335,7.823806,7.467285,7.683443,1.836677,79373135
2001-02-02,7.641335,8.042771,7.635720,8.006277,1.913849,110114588
2001-02-05,8.051193,8.491931,8.003470,8.368412,2.000415,151982659
2001-02-06,8.402099,8.637908,8.270159,8.570534,2.048730,130730474
2001-02-07,8.623872,8.623872,8.359991,8.522811,2.037322,80375344
2001-02-08,8.545269,8.955128,8.539655,8.907404,2.129257,145070984
2001-02-09,8.974778,9.238660,8.974778,9.143213,2.185626,117667282
2001-02-12,9.146021,9.179708,8.795114,8.859681,2.117850,72908001
2001-02-13,8.870910,9.075839,8.733355,8.887754,2.124560,85685789
2001-02-14,8.870910,9.033731,8.730548,8.907404,2.129257,78834530
2001-02-15,8.977586,9.039345,8.845645,8.901790,2.127915,59968951
2001-02-16,8.898983,8.927055,8.595800,8.618258,2.060138,52107468
2001-02-19,8.671595,8.927055,8.595800,8.716511,2.083626,52507379
2001-02-20,8.741777,8.924248,8.741777,8.803536,2.104429,69215170
2001-02-21,8.904597,9.081454,8.848452,8.957935,2.141336,115409467
2001-02-22,8.927055,8.949513,8.657559,8.719319,2.084297,56571997
2001-02-23,8.842838,8.997236,8.477895,8.534040,2.040007,112026299
2001-02-26,8.590185,8.775464,8.284195,8.663174,2.070875,103699823
2001-02-27,8.744584,8.949513,8.477895,8.859681,2.117850,111777034
2001-02-28,8.924248,9.064610,8.562113,8.674403,2.073560,92215988
2001-03-01,8.542462,9.370601,8.542462,9.151635,2.187640,137195609
2001-03-02,9.320070,9.513770,8.736162,8.820380,2.108455,90746097
2001-03-05,8.896175,8.977586,8.287002,8.357183,1.997730,77691115
2001-03-06,8.357183,8.357183,8.357183,8.357183,1.997730,0
2001-03-07,8.505968,8.671595,8.149447,8.376834,2.002428,35681643
2001-03-08,8.315075,8.646330,8.267351,8.475088,2.025915,35120791
2001-03-09,8.371220,8.371220,7.798541,7.972590,1.905796,30159317
2001-03-12,7.809770,8.239279,7.220247,7.408333,1.770914,34290727
2001-03-13,7.223054,7.223054,6.223673,6.234902,1.490413,60086593
2001-03-14,6.119805,7.102342,6.119805,6.987245,1.670256,35824701
2001-03-15,6.740207,7.548695,6.740207,7.458863,1.782993,38348078
2001-03-16,7.413947,7.677829,6.737400,7.051812,1.685690,32203862
2001-03-19,6.793545,7.568346,6.793545,7.484129,1.789032,27478616
2001-03-20,7.573961,7.748010,7.287621,7.402718,1.769572,20490478
2001-03-21,7.315693,7.792926,7.304464,7.700287,1.840703,23845095
2001-03-22,7.691865,7.776083,7.467285,7.562732,1.807823,16868963
2001-03-23,7.635720,7.635720,7.217440,7.481321,1.788361,28174350
2001-03-26,7.354995,7.568346,7.304464,7.486936,1.789704,10591984
2001-03-27,7.489743,7.523430,7.293235,7.318501,1.749440,9133118
2001-03-28,7.380260,7.517816,7.329730,7.388682,1.766217,10390844
2001-03-29,7.354995,7.430791,7.102342,7.189367,1.718572,15712065
2001-03-30,7.200596,7.371838,6.801967,6.869341,1.642071,18153137
2001-04-02,6.801967,6.801967,6.456675,6.498784,1.553492,13908165
2001-04-03,6.484747,6.731785,6.484747,6.692484,1.599795,22583647
2001-04-04,6.709327,6.731785,6.484747,6.692484,1.599795,14357270
2001-04-05,6.692484,6.692484,6.692484,6.692484,1.599795,0
2001-04-06,6.734593,7.079884,6.734593,6.931100,1.656834,24324408
2001-04-09,6.891799,7.180945,6.891799,7.110764,1.699782,13091601
2001-04-10,7.127608,7.242705,6.942329,6.990052,1.670926,13609438
2001-04-11,7.099535,7.124800,6.779509,6.855304,1.638716,14346601
2001-04-12,6.743014,6.743014,6.349999,6.456675,1.543426,27031149
2001-04-13,6.456675,6.456675,6.456675,6.456675,1.543426,0
2001-04-16,6.403337,6.872148,6.403337,6.768280,1.617913,20138924
2001-04-17,6.799159,7.158487,6.771087,7.102342,1.697768,21167671
2001-04-18,7.186560,7.669407,7.105150,7.430791,1.776282,32500095
2001-04-19,7.458863,7.966976,7.402718,7.759239,1.854796,53914414
2001-04-20,7.798541,7.801348,7.385875,7.520623,1.797756,18722823
2001-04-23,7.573961,7.826613,7.470092,7.602033,1.817217,16943288
2001-04-24,7.523430,7.717130,7.475707,7.587997,1.813861,17622137
2001-04-25,7.686251,8.253315,7.607648,8.202785,1.960822,60106345
2001-04-26,8.253315,8.382449,7.776083,7.896794,1.887677,41946047
2001-04-27,7.795733,7.795733,7.102342,7.318501,1.749440,44257954
2001-04-30,7.354995,7.579575,7.304464,7.543081,1.803125,18116750
2001-05-01,7.543081,7.543081,7.543081,7.543081,1.803125,0
2001-05-02,7.658178,7.964168,7.632913,7.750817,1.852782,38392855
2001-05-03,7.691865,7.804155,7.478514,7.512201,1.795743,19094379
2001-05-04,7.478514,7.804155,7.467285,7.680636,1.836006,31540615
2001-05-07,7.773275,7.927674,7.680636,7.714323,1.844059,24380495
2001-05-08,7.719938,7.787312,7.644142,7.666600,1.832651,17220588
2001-05-09,7.719938,7.860300,7.585190,7.632913,1.824598,25754597
2001-05-10,7.582382,7.691865,7.523430,7.616069,1.820572,11783524
2001-05-11,7.635720,7.691865,7.439213,7.467285,1.785006,18736110
2001-05-14,7.442020,7.495358,7.172524,7.209018,1.723269,17966371
2001-05-15,7.130415,7.186560,6.658797,7.124800,1.703138,26831470
2001-05-16,7.200596,7.686251,7.200596,7.644142,1.827282,66294126
2001-05-17,7.686251,8.000663,7.666600,7.781697,1.860164,67466537
2001-05-18,7.857493,8.028735,7.753625,7.950132,1.900428,48544550
2001-05-21,8.068037,8.250508,8.028735,8.096109,1.935322,80907020
2001-05-22,8.059615,8.185941,7.978205,8.079266,1.931296,49737337
2001-05-23,7.966976,8.020313,7.865915,7.927674,1.895059,29302304
2001-05-24,7.969783,8.051193,7.899602,7.944518,1.968802,32920471
2001-05-25,7.955747,8.020313,7.860300,7.877144,1.952105,18752692
2001-05-28,7.910831,8.191556,7.910831,8.138218,2.016805,57941860
2001-05-29,8.185941,8.275773,8.121374,8.155061,2.020979,40317692
2001-05-30,8.169098,8.247701,7.995048,8.045579,1.993847,36952353
2001-05-31,7.975397,8.039964,7.832228,7.927674,1.964628,34846163
2001-06-01,8.000663,8.126989,7.865915,7.955747,1.971585,57975826
2001-06-04,8.000663,8.098916,7.697480,7.717130,1.912451,63852395
2001-06-05,7.719938,7.773275,7.582382,7.613262,1.886710,33587832
2001-06-06,7.703094,7.748010,7.506587,7.523430,1.864448,26254589
2001-06-07,7.551503,7.551503,7.270777,7.371838,1.826882,24647268
2001-06-08,7.405526,7.540274,7.383068,7.416755,1.838013,34947437
2001-06-11,7.450442,7.503779,7.399911,7.442020,1.844273,17124604
2001-06-12,7.416755,7.495358,7.383068,7.402718,1.834534,26159032
2001-06-13,7.439213,7.456056,7.276392,7.301657,1.809489,21434088
2001-06-14,7.273585,7.298850,7.175331,7.214632,1.787923,26039699
2001-06-15,7.161295,7.180945,6.936715,6.964787,1.726006,22208779
2001-06-18,6.947944,6.964787,6.810388,6.914257,1.713484,23524390
2001-06-19,6.947944,7.099535,6.933907,7.043390,1.745486,36247748
2001-06-20,7.099535,7.099535,6.905835,6.950751,1.722528,11924337
2001-06-21,6.961980,6.987245,6.675640,6.740207,1.670351,19235246
2001-06-22,6.793545,6.793545,6.574579,6.619495,1.640436,16584770
2001-06-25,6.571772,6.681255,6.434217,6.571772,1.628610,16863548
2001-06-26,6.546507,6.712135,6.512820,6.664411,1.651568,33280040
2001-06-27,6.737400,6.816003,6.641953,6.765472,1.676612,21433144
2001-06-28,6.765472,6.793545,6.560543,6.597037,1.634871,15618771
2001-06-29,6.625110,6.639146,6.335963,6.470711,1.603565,32859468
2001-07-02,6.591423,6.810388,6.568965,6.720556,1.665481,10721915
2001-07-03,6.568965,6.653182,6.206830,6.265782,1.552780,27063850
2001-07-04,6.229288,6.319120,5.898032,5.985057,1.483211,30318583
2001-07-05,6.145070,7.130415,5.900839,5.951370,1.474862,25221264
2001-07-06,5.951370,6.007515,5.622922,5.704332,1.413642,37663778
2001-07-09,5.608885,5.771706,5.432029,5.485366,1.359378,39672042
2001-07-10,5.516246,5.895225,5.516246,5.853116,1.450513,37452664
2001-07-11,5.782935,5.923297,5.614500,5.636958,1.396945,34894734
2001-07-12,5.740826,5.895225,5.687488,5.844694,1.448426,17897157
2001-07-13,5.968213,6.018744,5.676259,5.695910,1.411555,28309820
2001-07-16,5.749248,5.931719,5.738019,5.836273,1.446339,23102732
2001-07-17,5.794164,5.794164,5.549933,5.569584,1.380249,35748773
2001-07-18,5.614500,5.721175,5.502210,5.614500,1.391380,22032842
2001-07-19,5.389920,5.389920,5.182183,5.207449,1.290505,52960153
2001-07-20,5.227099,5.302895,5.173762,5.224292,1.294679,20136591
2001-07-23,5.193412,5.277630,5.109195,5.249557,1.300940,414836
2001-07-24,5.224292,5.243943,5.036206,5.114809,1.267547,16002652
2001-07-25,5.114809,5.238328,5.081122,5.097966,1.263373,13024311
2001-07-26,5.086737,5.173762,5.013748,5.044628,1.250154,18985874
2001-07-27,5.081122,5.148496,5.019363,5.044628,1.250154,13355453
2001-07-30,5.024977,5.095159,5.019363,5.053050,1.252242,14341400
2001-07-31,5.109195,5.300088,5.069893,5.274823,1.307201,19485099
2001-08-01,5.277630,5.347811,5.120424,5.159725,1.278677,11079204
2001-08-02,5.184991,5.213063,5.151304,5.187798,1.285635,5186908
2001-08-03,5.173762,5.277630,5.097966,5.218678,1.293288,14479079
2001-08-06,5.246750,5.305702,5.207449,5.221485,1.293983,11121310
2001-08-07,5.246750,5.255172,5.165340,5.179376,1.283548,4226823
2001-08-08,5.103580,5.182183,5.103580,5.151304,1.276591,4522040
2001-08-09,5.151304,5.227099,5.086737,5.176569,1.282852,6193427
2001-08-10,5.193412,5.213063,5.148496,5.159725,1.278677,5667182
2001-08-13,5.165340,5.184991,5.089544,5.103580,1.264764,5209243
2001-08-14,5.151304,5.151304,5.095159,5.100773,1.264068,3295538
2001-08-15,5.100773,5.100773,5.100773,5.100773,1.264068,0
2001-08-16,5.109195,5.159725,5.078315,5.089544,1.261286,7819128
2001-08-17,5.117617,5.131653,5.053050,5.067086,1.255720,7465134
2001-08-20,5.072701,5.075508,4.940760,5.016556,1.243198,10869408
2001-08-21,5.047435,5.047435,4.982869,4.996905,1.238328,4482233
2001-08-22,4.996905,4.996905,4.996905,4.996905,1.238328,0
2001-08-23,4.999712,4.999712,4.870579,4.881808,1.209805,8858686
2001-08-24,4.940760,4.940760,4.850928,4.873386,1.207718,5764805
2001-08-27,4.912687,4.937953,4.836892,4.850928,1.202152,5271760
2001-08-28,4.828470,4.881808,4.763903,4.772325,1.182673,11103196
2001-08-29,4.772325,4.800397,4.612312,4.623541,1.145801,19142504
2001-08-30,4.660035,4.733023,4.603890,4.617926,1.144410,20818593
2001-08-31,4.606697,4.645999,4.477564,4.497214,1.114495,13460182
2001-09-03,4.497214,4.547745,4.407382,4.429840,1.097799,13057884
2001-09-04,4.435455,4.738638,4.424226,4.685300,1.161106,46986834
2001-09-05,4.794783,4.794783,4.631962,4.671264,1.157628,13771163
2001-09-06,4.631962,4.758289,4.603890,4.718987,1.169454,14181529
2001-09-07,4.617926,4.822855,4.617926,4.724602,1.170846,13410347
2001-09-10,4.772325,4.853735,4.682493,4.713373,1.168063,12826715
2001-09-11,4.716180,4.772325,4.651613,4.704951,1.165976,7473505
2001-09-12,4.384924,4.615119,4.351237,4.544938,1.126322,14152497
2001-09-13,4.603890,4.603890,4.508443,4.542130,1.125626,5586249
2001-09-14,4.528094,4.547745,4.227718,4.295092,1.064406,13301450
2001-09-17,4.435455,4.435455,3.977873,4.011560,0.994141,17899793
2001-09-18,3.958222,4.255791,3.958222,4.104199,1.017099,11871100
2001-09-19,4.210875,4.210875,3.986295,4.011560,0.994141,15402154
2001-09-20,3.986295,4.143501,3.924535,4.039633,1.001098,13324587
2001-09-21,3.980680,4.118236,3.946993,3.983488,0.987184,13380798
2001-09-24,4.098585,4.135079,4.028404,4.073320,1.009446,3751072
2001-09-25,4.107007,4.174381,4.000331,4.025596,0.997619,9177023
2001-09-26,4.028404,4.092970,3.975066,4.005946,0.992749,6027392
2001-09-27,3.705570,3.913306,3.705570,3.775751,0.935703,22373460
2001-09-28,3.817860,3.958222,3.775751,3.890848,0.964226,17439539
2001-10-01,3.930150,4.014367,3.876812,3.910499,0.969096,7654893
2001-10-02,3.910499,3.910499,3.910499,3.910499,0.969096,0
2001-10-03,3.986295,4.031211,3.904885,3.918921,0.971183,7034748
2001-10-04,3.958222,4.014367,3.930150,3.946993,0.978140,3788226
2001-10-05,3.986295,4.070512,3.907692,4.048054,1.003185,8889303
2001-10-08,3.930150,4.092970,3.885234,4.039633,1.001098,12935594
2001-10-09,4.050862,4.115428,4.019982,4.042440,1.001793,5170326
2001-10-10,4.048054,4.098585,4.045247,4.081741,1.011533,4443547
2001-10-11,4.126657,4.177188,4.056476,4.076127,1.010142,8190844
2001-10-12,4.126657,4.135079,3.935764,4.019982,0.996228,12140314
2001-10-15,4.036825,4.149115,3.977873,4.121043,1.021273,8144179
2001-10-16,4.115428,4.247369,4.098585,4.171573,1.033795,8293471
2001-10-17,4.247369,4.331587,4.188417,4.289478,1.063014,15167369
2001-10-18,4.224911,4.519672,4.199646,4.485985,1.111712,36606213
2001-10-19,4.491600,4.544938,4.328779,4.429840,1.097799,13789828
2001-10-22,4.491600,4.514058,4.393346,4.457913,1.104755,11690799
2001-10-23,4.497214,4.595468,4.485985,4.494407,1.113800,11695466
2001-10-24,4.455106,4.603890,4.449491,4.491600,1.113104,19125548
2001-10-25,4.485985,4.508443,4.449491,4.491600,1.113104,8592910
2001-10-26,4.491600,4.491600,4.491600,4.491600,1.113104,0
2001-10-29,4.505636,4.542130,4.463527,4.494407,1.113800,9621372
2001-10-30,4.477564,4.477564,4.373695,4.393346,1.088754,5768491
2001-10-31,4.317550,4.317550,4.104199,4.227718,1.047709,9248302
2001-11-01,4.238947,4.317550,4.199646,4.227718,1.047709,11537197
2001-11-02,4.281056,4.365274,4.244562,4.323165,1.071362,9509109
2001-11-05,4.370888,4.424226,4.323165,4.368081,1.082493,5851028
2001-11-06,4.485985,4.547745,4.410190,4.427033,1.097103,6078011
2001-11-07,4.500022,4.511251,4.393346,4.407382,1.092233,4638364
2001-11-08,4.460720,4.460720,4.365274,4.376503,1.084581,5162418
2001-11-09,4.410190,4.724602,4.390539,4.620733,1.145105,35353582
2001-11-12,4.662842,4.811626,4.660035,4.761096,1.179890,29396702
2001-11-13,4.763903,4.817241,4.674071,4.775132,1.183368,10945871
2001-11-14,4.811626,4.870579,4.786361,4.811626,1.192412,3740760
2001-11-15,4.800397,4.856542,4.772325,4.794783,1.188238,6394763
2001-11-16,4.794783,4.794783,4.794783,4.794783,1.188238,0
2001-11-19,4.884615,4.968832,4.803205,4.907073,1.216066,27221870
2001-11-20,5.053050,5.053050,4.879000,4.915495,1.218153,18145639
2001-11-21,4.884615,5.075508,4.862157,5.039014,1.248763,20054767
2001-11-22,5.109195,5.260786,5.081122,5.140075,1.273808,19463156
2001-11-23,5.173762,5.215870,5.053050,5.083930,1.259894,12104282
2001-11-26,5.213063,5.530282,5.134460,5.300088,1.313462,27005822
2001-11-27,5.336582,5.336582,5.148496,5.179376,1.283548,20144677
2001-11-28,5.193412,5.221485,5.137267,5.151304,1.276591,9820553
2001-11-29,5.067086,5.131653,5.024977,5.041821,1.249459,13426911
2001-11-30,5.041821,5.041821,5.041821,5.041821,1.249459,0
2001-12-03,5.067086,5.182183,5.041821,5.162533,1.279374,9689090
2001-12-04,5.179376,5.316931,5.142882,5.269208,1.305810,12300578
2001-12-05,5.277630,5.375884,5.140075,5.165340,1.280069,19572979
2001-12-06,5.221485,5.272015,5.019363,5.058664,1.253633,19051597
2001-12-07,5.078315,5.277630,5.039014,5.238328,1.298157,25194797
2001-12-10,5.081122,5.359040,5.081122,5.330968,1.321115,16283853
2001-12-11,5.345004,5.524668,5.336582,5.432029,1.346160,16539726
2001-12-12,5.389920,5.502210,5.361847,5.398342,1.337811,8251954
2001-12-13,5.443258,5.443258,5.058664,5.190605,1.286331,13455533
2001-12-14,5.081122,5.207449,5.081122,5.159725,1.278677,2962650
2001-12-17,5.159725,5.159725,5.159725,5.159725,1.278677,0
2001-12-18,5.170954,5.207449,4.890229,5.044628,1.250154,11621265
2001-12-19,5.053050,5.092351,4.974447,5.010941,1.241806,7839842
2001-12-20,4.940760,5.213063,4.940760,5.176569,1.282852,13944321
2001-12-21,5.112002,5.257979,4.994098,5.039014,1.248763,9230580
2001-12-24,4.996905,4.996905,4.842506,4.884615,1.210500,10072169
2001-12-25,4.884615,4.884615,4.884615,4.884615,1.210500,0
2001-12-26,4.901458,4.980061,4.685300,4.718987,1.169454,6183898
2001-12-27,4.690915,4.738638,4.446684,4.530901,1.122843,17247073
2001-12-28,4.519672,4.800397,4.443877,4.761096,1.179890,7398040
2001-12-31,4.856542,4.935145,4.755481,4.890229,1.211892,3447305
2002-01-01,4.884615,4.980061,4.800397,4.822855,1.195195,3029441
2002-01-02,4.879000,4.943567,4.811626,4.918302,1.218849,3659061
2002-01-03,4.940760,5.170954,4.940760,5.134460,1.272416,9671688
2002-01-04,5.227099,5.389920,5.165340,5.350618,1.325985,15165089
2002-01-07,5.423607,5.600464,5.423607,5.547126,1.374683,12110623
2002-01-08,5.530282,5.701525,5.375884,5.566777,1.379553,21814603
2002-01-09,5.608885,5.726790,5.530282,5.679067,1.407380,17627018
2002-01-10,5.670645,5.909261,5.670645,5.855923,1.451209,22685990
2002-01-11,5.839080,5.926105,5.563969,5.617307,1.392075,13813927
2002-01-14,5.673452,5.833465,5.673452,5.721175,1.417816,5116002
2002-01-15,5.895225,5.951370,5.648187,5.681874,1.408076,9185839
2002-01-16,5.698717,5.883996,5.665030,5.816622,1.441469,7714684
2002-01-17,5.839080,6.108576,5.740826,6.038395,1.496428,25326812
2002-01-18,5.614500,6.260167,5.614500,6.114190,1.515212,16089641
2002-01-21,6.232095,6.389301,6.010322,6.361228,1.576433,21397059
2002-01-22,6.400530,6.400530,6.010322,6.069274,1.504081,11445951
2002-01-23,6.063660,6.114190,5.811007,5.819429,1.442165,15832771
2002-01-24,5.847502,5.867152,5.614500,5.631343,1.395553,13519600
2002-01-25,5.420800,5.614500,5.269208,5.314124,1.316941,24143483
2002-01-28,5.333775,5.446065,5.260786,5.417992,1.342681,11828104
2002-01-29,5.457294,5.485366,5.314124,5.364655,1.329463,9156593
2002-01-30,5.389920,5.608885,5.333775,5.580813,1.383031,16664599
2002-01-31,5.614500,5.732404,5.563969,5.625729,1.394163,16042763
2002-02-01,5.721175,5.754862,5.617307,5.673452,1.405989,9783256
2002-02-04,5.670645,5.715561,5.586427,5.606078,1.389292,5955026
2002-02-05,5.620114,5.620114,5.476945,5.502210,1.363552,8746922
2002-02-06,5.530282,5.754862,5.530282,5.670645,1.405293,15262177
2002-02-07,5.614500,5.833465,5.606078,5.620114,1.392771,13413677
2002-02-08,5.681874,5.749248,5.575198,5.617307,1.392075,7427660
2002-02-11,5.659416,5.867152,5.642572,5.788549,1.434512,16425628
2002-02-12,5.951370,6.058045,5.861538,5.906454,1.463731,24177823
2002-02-13,6.007515,6.007515,5.844694,5.858731,1.451904,8020339
2002-02-14,5.917683,5.951370,5.805393,5.900839,1.462340,9778893
2002-02-15,6.063660,6.226480,5.951370,6.159106,1.526343,33213534
2002-02-18,6.178757,6.313505,6.038395,6.083311,1.507560,14368616
2002-02-19,6.114190,6.156299,5.869960,5.883996,1.458166,8767138
2002-02-20,5.951370,5.959792,5.788549,5.796971,1.436599,6164751
2002-02-21,5.861538,5.909261,5.788549,5.799778,1.437295,5376008
2002-02-22,5.836273,6.380879,5.811007,6.355614,1.575042,60811483
2002-02-25,6.344385,6.501591,6.293854,6.324734,1.567389,45587903
2002-02-26,6.386494,6.481940,6.204022,6.293854,1.559736,52812499
2002-02-27,6.316312,6.394915,6.181564,6.223673,1.542344,18307149
2002-02-28,6.223673,6.428602,5.839080,5.931719,1.469992,50613479
2002-03-01,5.945755,6.035587,5.844694,5.948563,1.474167,11811718
2002-03-04,6.049624,6.260167,5.987864,6.175950,1.530518,38805892
2002-03-05,5.732404,6.333156,5.732404,5.962599,1.477645,16681074
2002-03-06,5.791357,5.914876,5.670645,5.735212,1.421294,27062176
2002-03-07,5.726790,5.833465,5.631343,5.799778,1.437295,20052273
2002-03-08,5.917683,6.007515,5.757670,5.788549,1.434512,16362168
2002-03-11,5.881189,5.881189,5.709946,5.721175,1.417816,6682731
2002-03-12,5.760477,5.760477,5.505017,5.535897,1.371901,11524836
2002-03-13,5.575198,5.667838,5.575198,5.625729,1.394163,8101753
2002-03-14,5.634151,5.698717,5.563969,5.611693,1.390684,4772998
2002-03-15,5.653801,5.670645,5.592042,5.617307,1.392075,4134063
2002-03-18,5.726790,5.867152,5.662223,5.760477,1.427556,11380905
2002-03-19,5.900839,5.945755,5.676259,5.704332,1.413642,5983880
2002-03-20,5.740826,5.782935,5.603271,5.625729,1.394163,8450956
2002-03-21,5.614500,5.670645,5.592042,5.608885,1.389988,3439700
2002-03-22,5.670645,5.670645,5.566777,5.606078,1.389292,3889500
2002-03-25,5.606078,5.606078,5.606078,5.606078,1.389292,0
2002-03-26,5.693103,5.693103,5.521861,5.603271,1.388597,4855783
2002-03-27,5.622922,5.659416,5.423607,5.443258,1.348943,14920490
2002-03-28,5.462908,5.558355,5.434836,5.488174,1.360074,12788404
2002-03-29,5.488174,5.488174,5.488174,5.488174,1.360074,0
2002-04-01,5.524668,5.552740,5.479752,5.493788,1.361465,3951678
2002-04-02,5.527475,5.665030,5.507824,5.589235,1.385118,4047377
2002-04-03,5.572391,5.642572,5.521861,5.561162,1.378162,4365481
2002-04-04,5.583620,5.656609,5.563969,5.597656,1.387205,3050173
2002-04-05,5.639765,5.662223,5.558355,5.575198,1.381640,5140635
2002-04-08,5.670645,5.743633,5.603271,5.614500,1.391380,11402759
2002-04-09,5.628536,5.709946,5.603271,5.617307,1.392075,4219841
2002-04-10,5.648187,5.695910,5.510632,5.631343,1.395553,7064172
2002-04-11,5.707139,5.855923,5.707139,5.813815,1.440774,11784646
2002-04-12,5.808200,5.976635,5.794164,5.886803,1.458861,29294325
2002-04-15,5.934526,5.951370,5.763284,5.802586,1.437991,7818629
2002-04-16,5.718368,5.839080,5.712754,5.743633,1.423381,4277780
2002-04-17,5.808200,5.895225,5.774513,5.869960,1.454687,6887950
2002-04-18,5.914876,6.218059,5.914876,6.187179,1.533301,37124585
2002-04-19,6.218059,6.316312,5.965406,6.201215,1.536779,34299846
2002-04-22,6.260167,6.277011,6.114190,6.145070,1.522865,9949344
2002-04-23,6.063660,6.161914,6.063660,6.125419,1.517995,4032415
2002-04-24,6.133841,6.209637,6.080503,6.164721,1.527735,4882304
2002-04-25,6.232095,6.316312,6.164721,6.277011,1.555563,11002047
2002-04-26,6.052431,6.394915,6.052431,6.369650,1.578520,15267449
2002-04-29,6.265782,6.386494,6.178757,6.313505,1.564606,6760049
2002-04-30,6.237709,6.341578,6.220866,6.254553,1.549997,6312333
2002-05-01,6.254553,6.254553,6.254553,6.254553,1.549997,0
2002-05-02,6.302276,6.560543,6.288240,6.442639,1.596608,27065827
2002-05-03,6.481940,6.535278,6.316312,6.422988,1.591738,24680005
2002-05-06,6.442639,6.681255,6.406144,6.650375,1.648089,20721006
2002-05-07,6.515627,6.681255,6.515627,6.658797,1.650176,11463085
2002-05-08,6.706520,6.863726,6.703713,6.796352,1.684265,24814211
2002-05-09,6.456675,6.928293,6.456675,6.737400,1.669656,16576559
2002-05-10,6.751436,6.751436,6.568965,6.585808,1.632088,8804238
2002-05-13,6.568965,6.625110,6.524049,6.566158,1.627218,5650796
2002-05-14,6.602652,6.681255,6.546507,6.641953,1.646002,8821835
2002-05-15,6.681255,6.681255,6.459482,6.560543,1.625827,8532691
2002-05-16,6.737400,6.737400,6.470711,6.602652,1.636262,8638257
2002-05-17,6.574579,6.641953,6.487555,6.599845,1.635567,9874930
2002-05-20,6.597037,6.597037,6.484747,6.532471,1.618870,6140671
2002-05-21,6.347192,6.456675,6.066467,6.277011,1.555563,10591218
2002-05-22,6.175950,6.299469,6.044009,6.097347,1.511038,7778163
2002-05-23,6.091732,6.175950,5.841887,5.881189,1.457470,15766015
2002-05-24,6.046816,6.316312,5.951370,6.296662,1.560433,8204060
2002-05-27,6.456675,6.681255,6.173143,6.313505,1.564606,8016260
2002-05-28,6.086118,6.175950,5.923297,5.956984,1.530703,7020874
2002-05-29,6.010322,6.055238,5.898032,5.976635,1.535752,16100649
2002-05-30,6.004708,6.268589,5.987864,6.015937,1.545851,19995741
2002-05-31,6.007515,6.226480,5.951370,6.150685,1.580476,16833554
2002-06-03,6.262975,6.779509,6.262975,6.675640,1.715368,40729857
2002-06-04,6.681255,6.874955,6.611074,6.765472,1.738451,40567973
2002-06-05,6.790738,7.032161,6.790738,6.908642,1.775241,42678454
2002-06-06,6.961980,6.990052,6.709327,6.759858,1.737009,27207336
2002-06-07,6.686869,6.939522,6.658797,6.728978,1.729074,24587779
2002-06-10,6.810388,7.180945,6.810388,7.138837,1.834391,55404395
2002-06-11,7.242705,7.335344,7.189367,7.228669,1.857474,40189417
